label,baseline_cell_index,output_band_id,kperp_index,kpar_index,kperp_center_mpc_inv,kpar_mpc_inv,target_windowed_power,pure_eor_signed_error_percent,total_signed_error_percent,foreground_auto_over_target,geometric_window_response_fraction,window_effective_width
chebyshev_rankmatched_e12_hann,0,109,6,13,0.3395836519008334,1.320497928197488,1.9859684929070604e-05,-7.726477778054447,-7.731414177225234,5.829392409002496e-06,0.9998749972565076,3.009215045550342
chebyshev_rankmatched_e12_hann,1,110,6,14,0.3395836519008334,1.422074691904987,1.803371583513169e-05,-7.642300677438274,-7.644064044880173,7.129371270377027e-06,0.9944792128446309,3.0870280283117264
chebyshev_rankmatched_e12_hann,2,125,7,13,0.3888796624911983,1.320497928197488,1.906379023470318e-05,-11.095710755477747,-11.092158197466393,2.6157882663518867e-06,0.9998832148779064,3.358521890895097
chebyshev_rankmatched_e12_hann,3,126,7,14,0.3888796624911983,1.422074691904987,1.687264539118093e-05,-15.691970962708904,-15.692009930032608,2.932610177633507e-06,0.9931604104053016,3.2872708694310697
chebyshev_rankmatched_e12_hann,4,141,8,13,0.43817567308156313,1.320497928197488,1.7495201297403023e-05,-7.933453075479553,-7.930763833377233,1.4006572202751835e-06,0.9998719543618799,3.3896347395338022
chebyshev_rankmatched_e12_hann,5,142,8,14,0.43817567308156313,1.422074691904987,1.587060059679398e-05,-6.535659387725371,-6.537471170838141,1.7082392883446014e-06,0.989819477375615,3.5669664907796976
chebyshev_rankmatched_e12_hann,6,157,9,13,0.48747168367192806,1.320497928197488,1.659894038490205e-05,-2.741918905189206,-2.7442953606145117,9.379198202624755e-07,0.9998667920015158,3.5464939237101554
chebyshev_rankmatched_e12_hann,7,158,9,14,0.48747168367192806,1.422074691904987,1.5284681561525443e-05,-5.488186160528077,-5.491848915043089,1.1501649451475443e-06,0.9857815672790086,3.5349481741633233
chebyshev_rankmatched_e12_hann,8,173,10,13,0.536767694262293,1.320497928197488,1.5197606935345029e-05,-7.872020732389682,-7.863747024668384,2.4717821207518897e-06,0.999872774634176,3.7202669578284127
chebyshev_rankmatched_e12_hann,9,174,10,14,0.536767694262293,1.422074691904987,1.3879115301582932e-05,-4.44276407118194,-4.438479202805266,2.1888385199675994e-06,0.9823657918202507,3.8443473849289895
chebyshev_rankmatched_e12_hann,10,189,11,13,0.5860637048526578,1.320497928197488,1.4178583821204865e-05,2.561649936035384,2.57320963260217,1.8143951930334125e-06,0.9998634126153799,3.94625657084406
chebyshev_rankmatched_e12_hann,11,190,11,14,0.5860637048526578,1.422074691904987,1.321052618142091e-05,-1.8397778251332553,-1.8306712978227138,2.735540984314822e-06,0.9775275667826774,3.8584175046526825
chebyshev_rankmatched_e12_hann,12,205,12,13,0.6353597154430227,1.320497928197488,1.3277752999648576e-05,0.8203576732423303,0.8222455058438454,1.2904741179916179e-06,0.9998015350194924,4.133540380113541
chebyshev_rankmatched_e12_hann,13,206,12,14,0.6353597154430227,1.422074691904987,1.2141429639129262e-05,-2.6654458339292577,-2.666813400517409,1.2355773893042467e-06,0.9707717186356484,4.030777707950032
chebyshev_rankmatched_e12_hann,14,221,13,13,0.6846557260333876,1.320497928197488,1.2316740977748154e-05,-11.477715570078491,-11.477093521115089,7.410976298388922e-08,0.9996491895021793,4.3828823172980185
chebyshev_rankmatched_e12_hann,15,222,13,14,0.6846557260333876,1.422074691904987,1.1395610088076194e-05,-6.040822686181549,-6.041662250953647,8.098159998497497e-08,0.9656872040647166,4.39982645724571
chebyshev_rankmatched_e12_hann,16,237,14,13,0.7339517366237525,1.320497928197488,1.1619449564708409e-05,1.7861019783469827,1.787887067072252,8.961580158627762e-08,0.9993077495340643,4.726280170881721
chebyshev_rankmatched_e12_hann,17,238,14,14,0.7339517366237525,1.422074691904987,1.0648186844458207e-05,1.492174306928275,1.4917867858864386,9.198074553853301e-08,0.955967610414302,4.763925363283204
chebyshev_rankmatched_e12_hann,18,253,15,13,0.7832477472141173,1.320497928197488,1.0713822310583205e-05,0.6885534471856313,0.6873694090462172,1.261541934491539e-07,0.9988868546229605,4.884897263723256
chebyshev_rankmatched_e12_hann,19,254,15,14,0.7832477472141173,1.422074691904987,9.815683528360152e-06,-7.825959136749952,-7.826633340374213,1.17613920508968e-07,0.9514681857381858,4.99793994427926
